58,63,68,73,78,83,88,93,98,103,108,113,118,123,128,133,138,143,148,153,158,163,168,173,178,183,188,193,198,203,208,213,218,223,228,233,238,243,248,253,258,263,268,273,278,283,288,293,298,303,308,313,318,323,328,333,338,343,348,353,358,363,368,373,378,383,388,393,398,403,408,413,418,423,428,433,438,443,448,453,458,463,468,473,478,483,488,493,498,503,508,513,518,523,528,533,538,543,548,553,558,563,568,573,578,583,588,593,598,603,608,613,618,623,628,633,638,643,648,653,658,663,668,673,678,683,688,693
441.954,445.592,449.23,452.868,456.506,460.143,463.781,467.419,471.057,474.695,478.333,481.971,485.609,489.246,492.884,496.522,500.16,503.798,507.436,511.074,514.712,518.349,521.987,525.625,529.263,532.901,536.539,540.177,543.815,547.452,551.09,554.728,558.366,562.004,565.642,569.28,572.918,576.555,580.193,583.831,587.469,591.107,594.745,598.383,602.021,605.658,609.296,612.934,616.572,620.21,623.848,627.486,631.123,634.761,638.399,642.037,645.675,649.313,652.951,656.589,660.226,663.864,667.502,671.14,674.778,678.416,682.054,685.692,689.329,692.967,696.605,700.243,703.881,707.519,711.157,714.795,718.432,722.07,725.708,729.346,732.984,736.622,740.26,743.898,747.535,751.173,754.811,758.449,762.087,765.725,769.363,773.001,776.638,780.276,783.914,787.552,791.19,794.828,798.466,802.104,805.741,809.379,813.017,816.655,820.293,823.931,827.569,831.206,834.844,838.482,842.12,845.758,849.396,853.034,856.672,860.309,863.947,867.585,871.223,874.861,878.499,882.137,885.775,889.412,893.05,896.688,900.326,903.964
